,double,single,triple
2018-01-18 09:51:31,-0.04457591846446367,0.0010513170937659418,0.032987588920171
2018-01-18 09:51:41,-0.0444561564992844,0.001028857616180724,0.032562348943524506
2018-01-18 09:51:51,-0.04433504825828463,0.0010068340392547482,0.03214648103257009
2018-01-18 09:52:01,-0.04421253620111245,0.0009852416332415642,0.031740635837165763
2018-01-18 09:52:11,-0.04408857581927406,0.0009640765357554819,0.031345423804797726
2018-01-18 09:52:22,-0.043963057968672246,0.0009433871107499859,0.030961696911756396
2018-01-18 09:52:31,-0.043835821243434527,0.0009232084776586738,0.030590448762838097
2018-01-18 09:52:41,-0.043706928600442195,0.0009035083038066423,0.03023139906502392
2018-01-18 09:52:52,-0.043576303976960745,0.0008842765602971194,0.029884026298909367
2018-01-18 09:53:01,-0.04344399938108581,0.0008655197925251475,0.02954960211618173
2018-01-18 09:53:11,-0.043310051191725145,0.0008472246079810921,0.029227167903162994
2018-01-18 09:53:22,-0.043174429115705175,0.0008293694058555643,0.0289169491237535
2018-01-18 09:53:32,-0.04303710449423092,0.0008119197453691387,0.028620164710037553
2018-01-18 09:53:41,-0.04297949047608668,0.0007948300493511126,0.028335816870921637
2018-01-18 09:54:02,-0.04292100857742509,0.0007713109405214082,0.027987120583963767
2018-01-18 09:54:11,-0.04286197026460362,0.0007551086994394254,0.027723130206182254
2018-01-18 09:54:21,-0.04272111957374118,0.0007392252021922963,0.027467580534775545
2018-01-18 09:54:31,-0.04257896886050309,0.0007236330036096849,0.02721977842186553
2018-01-18 09:54:41,-0.04243539213265549,0.0007083450514250174,0.026979677214763145
2018-01-18 09:54:51,-0.042290520608256055,0.0006933908054107327,0.026748673855783105
2018-01-18 09:55:02,-0.0421442152137019,0.0006787972919590849,0.026527413375914525
2018-01-18 09:55:11,-0.04199654221188317,0.0006645501635850411,0.026316944212547048
2018-01-18 09:55:21,-0.04184726949040663,0.0006506250350257791,0.02611801151260471
2018-01-18 09:55:32,-0.04169646507029035,0.0006370315103941494,0.025931490566393725
2018-01-18 09:55:41,-0.04154409816525862,0.0006237708045649977,0.02575904096207194
2018-01-18 09:55:51,-0.04139015305597396,0.0006108637167553774,0.025601693267267637
2018-01-18 09:56:01,-0.04123457762947648,0.0005983351346098445,0.025459991855005387
2018-01-18 09:56:12,-0.04107745917512075,0.0005861795890270325,0.025333140960788727
2018-01-18 09:56:21,-0.040918901873707475,0.0005743784485410922,0.02521923771211459
2018-01-18 09:56:31,-0.04075899290587148,0.0005629272167892027,0.025119322298932364
2018-01-18 09:56:41,-0.040597699045570715,0.0005518356513621895,0.025032135546300474
2018-01-18 09:56:51,-0.040435029580217656,0.0005411007861455813,0.024955842391715333
2018-01-18 09:57:01,-0.04027092858625491,0.0005307199565057041,0.02489005407332969
2018-01-18 09:57:11,-0.040105421745639865,0.0005206950782723628,0.024835338531136873
2018-01-18 09:57:22,-0.03993845839796261,0.0005110093407316394,0.024790293538747513
2018-01-18 09:57:31,-0.039770017117016936,0.0005016662929310439,0.024755462480376147
2018-01-18 09:57:51,-0.03949963016922309,0.0004909971696441175,0.024782671214655713
2018-01-18 09:58:01,-0.039327381186537475,0.0004824921320071354,0.02476728160261363
2018-01-18 09:58:11,-0.03915396816155066,0.0004742511095843332,0.02475846035717238
2018-01-18 09:58:21,-0.03897942862362038,0.00046625131566786245,0.02475731275896443
2018-01-18 09:58:31,-0.038803682533712046,0.0004585193522704724,0.024764410280991744
2018-01-18 09:58:41,-0.038731758028980046,0.00045104609645676394,0.024780458376287038
2018-01-18 09:58:51,-0.038554221269314,0.0004438297848009447,0.02480585346550353
2018-01-18 09:59:01,-0.038375107071177736,0.000436825380129541,0.024840025622573016
2018-01-18 09:59:11,-0.03819438403501169,0.0004300200489182128,0.024882222753413966
2018-01-18 09:59:21,-0.03801210260137972,0.000423410099683022,0.024933837342815724
2018-01-18 09:59:32,-0.03782832333266392,0.0004169800700248103,0.024994340386873447
2018-01-18 09:59:41,-0.03764329574215404,0.0004107494393767544,0.02506397785265426
2018-01-18 09:59:52,-0.037457234847379395,0.000404718223395832,0.02514231579133015
2018-01-18 10:00:01,-0.03726994789619729,0.00039892277152513627,0.025228898946689286
2018-01-18 10:00:11,-0.037081344410625224,0.0003933850283997951,0.02532259182216614
2018-01-18 10:00:21,-0.036891576765675844,0.0003881087070475549,0.0254236845205589
2018-01-18 10:00:31,-0.03670082946380806,0.0003830798677767572,0.025530940880680947
2018-01-18 10:00:41,-0.03650936272442153,0.00037783150259879653,0.02564370841564772
2018-01-18 10:00:52,-0.03631718146942341,0.0003730968031291856,0.025761807182479016
2018-01-18 10:01:01,-0.03612435891933138,0.000368556580515716,0.025886616341305527
2018-01-18 10:01:11,-0.03593097247243152,0.0003641940202949049,0.02601794724732654
2018-01-18 10:01:21,-0.035737053329701694,0.0003592200901070374,0.026156695895145736
2018-01-18 10:01:31,-0.035542831576229166,0.00035505949492661533,0.02630047000127678
2018-01-18 10:01:41,-0.03534840991182917,0.00035106627336252107,0.02644915901781662
2018-01-18 10:01:51,-0.035153851597546595,0.00034717183204388227,0.026601726144115996
2018-01-18 10:02:01,-0.034959244888121896,0.0003433900454381106,0.026758464599753475
2018-01-18 10:02:11,-0.03476483551153804,0.00033965120757530515,0.026918463440271736
2018-01-18 10:02:21,-0.034570617727460964,0.00033595992377313664,0.02708027173081391
2018-01-18 10:02:31,-0.03437669037472838,0.00033229441742820893,0.02724417470329661
2018-01-18 10:02:41,-0.034183063025474754,0.0003286453814738748,0.027409981939572035
2018-01-18 10:02:51,-0.033989618182532766,0.0003250291660356213,0.027578310716487482
2018-01-18 10:03:03,-0.033796462210835265,0.00032140391101575404,0.027748749216025187
2018-01-18 10:03:11,-0.033603769692838785,0.00031777236617598826,0.027922213273818632
2018-01-18 10:03:21,-0.03341162805335924,0.00031413045250144216,0.028098080893322292
2018-01-18 10:03:31,-0.03322012904774068,0.0003104799482097203,0.0282759884596931
2018-01-18 10:03:41,-0.03302912848108736,0.0003068098168073391,0.028456422376516598
2018-01-18 10:03:51,-0.03283855782873322,0.00030312660544266624,0.02863801338687487
2018-01-18 10:04:01,-0.03264815622075122,0.0002994438534111393,0.028820001938904962
2018-01-18 10:04:11,-0.032457899139485116,0.00029574129415052954,0.029002722596942282
2018-01-18 10:04:21,-0.032267782406228795,0.0002920474488884637,0.02918737741023191
2018-01-18 10:04:31,-0.03207779360352182,0.0002883585636961332,0.029373505658865307
2018-01-18 10:04:43,-0.03188821386431493,0.0002846575361343863,0.02955984427410662
2018-01-18 10:04:51,-0.03169908273232747,0.00028098029069944174,0.02955421945624575
2018-01-18 10:05:01,-0.031510108310862074,0.0002773583371134511,0.029743036480912192
2018-01-18 10:05:11,-0.0313213810232871,0.00027379332426290086,0.029934284512748884
2018-01-18 10:05:21,-0.031132991538945998,0.0002702972301635144,0.03012637848524597
2018-01-18 10:05:31,-0.030945218720796544,0.0002668085504045142,0.030316956704630308
2018-01-18 10:05:41,-0.030758409649450473,0.00026332906931316217,0.030503783374410984
2018-01-18 10:06:01,-0.030461820374536666,0.0002598415305422872,0.030869458214408733
2018-01-18 10:06:11,-0.030278104070054636,0.000256338890355446,0.031040988200518774
2018-01-18 10:06:31,-0.029988197391425293,0.00025341434684409856,0.03137634248985736
2018-01-18 10:06:41,-0.029808673450362092,0.00024975784344143245,0.031524138953355325
2018-01-18 10:06:51,-0.029630945638291023,0.0002454583534500774,0.03166135806729119
2018-01-18 10:07:01,-0.029454964416932978,0.00024166206267702198,0.031787200938188334
2018-01-18 10:07:11,-0.029280577693499576,0.000237777008264834,0.0319023070323848
2018-01-18 10:07:21,-0.029107726781782632,0.0002338087396511315,0.03200767449737929
2018-01-18 10:07:32,-0.02903780596561612,0.00022970382388432176,0.032102111872690235
2018-01-18 10:07:41,-0.028867226756034012,0.0002254994624674326,0.032186155464664835
2018-01-18 10:07:51,-0.028698359596172878,0.00022112844478508573,0.03225942423803789
2018-01-18 10:08:01,-0.028531362828035218,0.00021659533271064187,0.03232195032723322
2018-01-18 10:08:11,-0.02836624380835743,0.0002119001293161806,0.03237451859903583
2018-01-18 10:08:21,-0.028202891454817504,0.00020705922301803424,0.032417733790359574
2018-01-18 10:08:31,-0.028041249082666524,0.00020214602309194874,0.0324544150546581
2018-01-18 10:08:51,-0.027787537489604372,0.00019699490259392796,0.03248339041627295
2018-01-18 10:09:01,-0.027629783172638603,0.000192045537514753,0.03250381823401424
2018-01-18 10:09:11,-0.027473161723303923,0.00018714662260084936,0.03251833307460422
2018-01-18 10:09:21,-0.027317751117192774,0.0001823174916783835,0.03252592462506748
2018-01-18 10:09:31,-0.027163560287271085,0.0001775462225067903,0.032525797398629576
2018-01-18 10:09:41,-0.02701083926147193,0.00017279793395402903,0.032515852511247396
2018-01-18 10:09:51,-0.02685960102186679,0.00016807895468260234,0.03249517710875473
2018-01-18 10:10:01,-0.026709970247339548,0.00016340126861777524,0.032462635898069914
2018-01-18 10:10:11,-0.026562109400532663,0.0001587613312764583,0.032416333729979034
